City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,lethem,3.3803,-59.7968,36.9,32,58,3.9,GY,1728578363
365,mejit,10.2753,170.8646,28.13,76,93,4.72,MH,1728578365
366,tadif,36.3481,37.5309,25.07,42,86,4.65,SY,1728578366
367,nishinoomote,30.7333,131.0,24.14,67,15,2.86,JP,1728578367
368,tugulym,57.0591,64.6425,-2.47,92,100,5.78,RU,1728578368
369,alice springs,-23.7,133.8833,16.75,27,34,2.57,AU,1728578369
370,acapulco de juarez,16.8634,-99.8901,28.9,74,20,1.54,MX,1728578271
371,mount gambier,-37.8333,140.7667,6.28,85,11,1.67,AU,1728578371
372,monrovia,6.3005,-10.7969,27.42,74,92,2.26,LR,1728578372
373,santyoku,37.4406,129.1708,15.23,76,6,2.34,KR,1728578373
374,bamboo flat,11.7,92.7167,28.05,78,20,1.03,IN,1728578374
375,al bawiti,28.3492,28.8659,28.2,36,0,4.32,EG,1728578375
376,ambodifotatra,-16.9833,49.85,23.71,75,56,7.23,MG,1728578377
377,campoverde,-8.4753,-74.8058,28.83,51,98,0.03,PE,1728578378
378,yuzhno-kurilsk,44.0306,145.8556,10.99,70,100,8.67,RU,1728578379
379,baker city,44.7749,-117.8344,11.84,58,0,2.57,US,1728578380
380,rongelap,11.1635,166.8941,27.36,80,100,6.29,MH,1728578381
381,twin falls,42.3505,-114.6445,15.19,36,0,5.14,US,1728578382
382,bathsheba,13.2167,-59.5167,33.34,62,20,6.69,BB,1728578383
383,lerwick,60.1545,-1.1494,6.41,59,97,6.98,GB,1728578384
384,east london,-33.0153,27.9116,18.52,88,75,10.29,ZA,1728578092
385,alotau,-10.3069,150.4462,24.01,97,99,2.35,PG,1728578386
386,trincomalee,8.5711,81.2335,25.69,87,100,5.55,LK,1728578387
387,bodaybo,57.8506,114.1933,-0.58,82,100,2.22,RU,1728578389
388,el nido,11.1858,119.3956,26.19,96,32,0.48,PH,1728578390
389,aripuana,-9.1667,-60.6333,39.02,25,100,2.43,BR,1728578391
390,as sulayyil,20.4607,45.5779,29.95,15,1,3.37,SA,1728578392
391,holualoa,19.6228,-155.9522,22.15,85,0,2.57,US,1728578393
392,minot air force base,48.4209,-101.3391,21.1,26,75,6.17,US,1728578394
393,lichuan,30.3,108.85,12.45,92,100,0.29,CN,1728578395
394,antalaha,-14.9003,50.2788,22.87,77,52,5.5,MG,1728578396
395,nchelenge,-9.3451,28.734,25.61,57,83,3.6,ZM,1728578397
396,lebu,-37.6167,-73.65,13.79,71,66,2.92,CL,1728578398
397,morristown,36.214,-83.2949,20.03,40,0,3.09,US,1728578181
398,riachao das neves,-11.7461,-44.91,39.93,14,28,3.82,BR,1728578401
399,cape canaveral,28.4058,-80.6048,25.05,94,100,9.26,US,1728578288
400,malvan,16.0667,73.4667,26.64,90,100,7.25,IN,1728578403
401,tommot,58.9564,126.2925,1.17,93,100,0.62,RU,1728578404
402,kayangel,8.0823,134.7173,28.82,75,96,3.73,PW,1728578405
403,qacha's nek,-30.1154,28.6894,19.63,23,62,1.18,LS,1728578406
404,chemolgan,43.1897,76.5292,17.2,42,69,2.48,KZ,1728578407
405,asau,46.4333,26.4,15.34,60,1,2.59,RO,1728578409
406,catia la mar,10.6038,-67.0303,32.11,62,93,2.57,VE,1728578410
407,el granada,37.5027,-122.4694,18.44,86,75,5.14,US,1728578411
408,chifeng,42.2683,118.9636,9.21,45,1,3.61,CN,1728578412
409,chillicothe,39.3331,-82.9824,16.17,63,0,2.06,US,1728578037
410,sungai raya,0.7,108.9,25.97,86,100,0.92,ID,1728578414
411,morant bay,17.8815,-76.4093,30.44,71,49,3.47,JM,1728578415
412,camocim,-2.9022,-40.8411,28.93,67,26,8.49,BR,1728578416
413,shimoda,34.6667,138.95,18.1,79,64,5.2,JP,1728578417
414,bellefontaine,40.3612,-83.7597,17.19,50,0,2.57,US,1728578418
415,megion,61.0296,76.1136,-1.99,77,64,4.62,RU,1728578419
416,borcea,44.3333,27.75,20.96,46,2,1.73,RO,1728578421
417,st. john's,47.5649,-52.7093,13.97,94,75,6.17,CA,1728578270
418,bei'an,46.4398,126.2373,4.02,53,0,3.99,CN,1728578423
419,kenai,60.5544,-151.2583,2.86,94,100,2.06,US,1728578424
420,fort bragg,35.139,-79.006,19.95,38,0,9.26,US,1728578252
421,yoloten,37.2989,62.3597,23.89,23,16,4.64,TM,1728578179
422,pleiku,13.9833,108.0,19.07,97,36,1.91,VN,1728578427
423,beyneu,45.3167,55.2,14.21,69,42,6.51,KZ,1728578428
424,pirane,-25.7324,-59.1088,18.5,93,100,2.55,AR,1728578429
425,berdigestyakh,62.0989,126.6992,0.6,99,100,1.81,RU,1728578430
426,njombe,-9.3333,34.7667,14.34,91,99,2.61,TZ,1728578432
427,abhayapuri,26.3333,90.6667,24.29,87,12,0.56,IN,1728578433
428,gobernador virasora,-28.05,-56.0333,22.58,80,100,2.14,AR,1728578434
429,hastings,50.8552,0.5729,11.55,33,100,3.73,GB,1728578380
430,san felice circeo,41.2372,13.0942,22.73,92,69,2.95,IT,1728578436
431,macara,-4.3833,-79.95,30.96,42,70,3.46,EC,1728578437
432,chonglong,29.7806,104.8522,17.79,89,100,0.66,CN,1728578438
433,nizip,37.0097,37.7942,25.07,37,66,4.41,TR,1728578439
434,comodoro rivadavia,-45.8667,-67.5,16.92,22,0,8.23,AR,1728578252
435,vila velha,-20.3297,-40.2925,23.97,86,100,4.12,BR,1728577925
436,tromso,69.6496,18.957,7.01,61,100,6.17,NO,1728578308
437,nyagan,62.1406,65.3936,-3.39,82,17,2.52,RU,1728578192
438,dunedin,-45.8742,170.5036,6.19,75,36,2.2,NZ,1728578445
439,svyetlahorsk,52.6329,29.7389,14.87,77,0,5.0,BY,1728578446
440,mpanda,-6.3655,31.0409,23.61,60,98,1.02,TZ,1728578447
441,korla,41.7597,86.1469,17.37,36,0,0.98,CN,1728578448
442,kani keli,-12.9536,45.1033,25.59,71,0,0.61,YT,1728578450
443,qarqaraly,49.4058,75.4742,10.62,28,35,2.54,KZ,1728578451
444,colac,-38.3333,143.5833,4.11,95,1,1.62,AU,1728578452
445,el calafate,-50.3408,-72.2768,7.43,59,20,5.9,AR,1728578314
446,el galpon,-25.3807,-64.6526,15.56,86,100,2.9,AR,1728578454
447,magadan,59.5667,150.8,-2.74,70,27,1.83,RU,1728578455
448,jaguarao,-32.5661,-53.3758,18.12,83,99,6.67,BR,1728578314
449,fortuna,40.5982,-124.1573,12.51,100,0,3.6,US,1728578457
450,takoradi,4.8845,-1.7554,26.72,80,26,3.91,GH,1728578459
451,bairnsdale,-37.8333,147.6167,5.87,94,1,2.33,AU,1728578460
452,tres arroyos,-38.3739,-60.2798,22.2,35,41,3.66,AR,1728578232
453,pampa,35.5362,-100.9599,23.02,46,0,3.6,US,1728578462
454,vila do maio,15.1333,-23.2167,26.76,78,15,8.94,CV,1728578463
455,alupka,44.4167,34.05,19.47,73,57,1.87,UA,1728578464
456,zhangye,38.9342,100.4517,13.15,26,79,0.51,CN,1728578465
457,qinnan,33.2531,119.9133,16.5,73,20,1.61,CN,1728578466
458,lezhe,41.7836,19.6436,21.39,87,91,1.24,AL,1728578467
459,mersa matruh,31.3525,27.2453,26.11,65,0,2.06,EG,1728578469
460,gulf shores,30.246,-87.7008,28.02,45,0,4.63,US,1728578470
461,acarau,-2.8856,-40.12,30.23,59,91,9.48,BR,1728578471
462,san angelo,31.4638,-100.437,29.77,40,0,4.4,US,1728578454
463,misliyah,17.4599,42.5572,30.99,62,2,2.83,SA,1728578473
464,kotel'nikovo,47.6317,43.1461,13.94,55,79,1.78,RU,1728578474
465,mbulu,-3.85,35.5333,17.89,65,46,6.31,TZ,1728578475
466,al bardiyah,31.7561,25.0865,25.15,60,72,1.8,LY,1728578476
467,kapa'a,22.0752,-159.319,26.18,94,20,6.69,US,1728578477
468,angaur state,6.906,134.13,28.95,73,50,2.94,PW,1728578479
469,egilsstadir,65.2653,-14.3948,-0.05,93,100,0.0,IS,1728578254
470,caninde,-4.3589,-39.3117,37.45,25,96,4.0,BR,1728578481
471,tual,-5.6667,132.75,27.24,85,78,6.23,ID,1728578482
472,springs,-26.25,28.4,25.93,37,74,1.55,ZA,1728578483
473,tutong,4.8,114.65,25.82,88,30,1.31,BN,1728578484
474,nar'yan-mar,67.6713,53.087,-2.64,83,9,6.16,RU,1728578485
475,dunmore,41.4198,-75.6324,10.69,69,100,4.12,US,1728578486
476,sorong,-0.8833,131.25,26.86,85,100,4.88,ID,1728578488
477,casper,42.8666,-106.3131,23.18,20,0,6.17,US,1728578376
478,mezhdurechenskiy,59.6,65.9333,-2.53,64,77,4.3,RU,1728578490
479,al abyar,32.19,20.5965,28.57,28,4,3.25,LY,1728578491
480,nova sintra,14.8667,-24.7167,26.39,80,8,10.56,CV,1728578492
481,kerimaki,61.9167,29.2833,5.97,100,100,6.17,FI,1728578493
482,alesund,62.4723,6.1549,5.74,87,75,1.03,NO,1728578494
483,tabou,4.423,-7.3528,26.31,81,75,3.34,CI,1728578495
484,ta`u,-14.2336,-169.5144,26.84,76,58,8.36,AS,1728578496
485,bom jesus,-9.0744,-44.3586,42.87,13,18,2.29,BR,1728578497
486,beaufort west,-32.3567,22.583,26.92,9,100,6.22,ZA,1728578499
487,tambura,5.6,27.4667,22.73,90,70,1.5,SS,1728578500
488,tevriz,57.509,72.4042,-0.48,55,100,4.13,RU,1728578501
489,kijang,35.2442,129.2139,14.85,73,64,2.41,KR,1728578502
490,okhotsk,59.3833,143.3,3.64,81,96,5.26,RU,1728578503
491,kletskaya,49.3145,43.0584,12.52,67,53,3.11,RU,1728578504
492,matinha,-3.1006,-45.0336,37.48,29,12,3.63,BR,1728578505
493,sidi ifni,29.3797,-10.173,22.62,76,15,3.28,MA,1728578506
494,kez,57.8979,53.7152,-2.11,68,61,5.29,RU,1728578507
495,rabo de peixe,37.8,-25.5833,21.73,88,75,16.46,PT,1728578508
496,parauapebas,-6.0675,-49.9022,32.99,58,40,2.57,BR,1728578509
497,wad medani,14.4012,33.5199,29.05,52,70,5.47,SD,1728578511
498,timimoun,29.2639,0.231,37.21,13,0,8.23,DZ,1728578512
499,san pedro pochutla,15.7333,-96.4667,29.84,69,66,1.68,MX,1728578513
500,timbuktu,16.7735,-3.0074,40.23,11,48,6.02,ML,1728578514
501,petoskey,45.3733,-84.9553,13.45,68,0,1.54,US,1728578515
502,kangding,30.0513,101.9603,9.31,98,100,1.26,CN,1728578516
503,fuglafjordur,62.244,-6.814,3.53,71,100,6.1,FO,1728578517
504,ambon,-3.6954,128.1814,28.32,92,0,2.06,ID,1728578518
505,bang saphan,11.2126,99.5117,25.26,93,92,1.38,TH,1728578519
506,mandera,3.9366,41.867,31.96,31,55,4.57,KE,1728578520
507,yanchep,-31.55,115.6833,21.83,79,3,3.01,AU,1728578522
508,fort-shevchenko,44.5086,50.263,16.88,65,37,5.96,KZ,1728578523
509,wynyard,-41.0,145.7167,8.01,88,96,5.24,AU,1728578524
510,korem,12.5058,39.5228,15.39,68,51,1.18,ET,1728578525
511,ritchie,-29.038,24.6028,29.35,14,93,3.56,ZA,1728578526
512,hobyo,5.3505,48.5268,25.83,84,91,11.23,SO,1728578527
513,sena madureira,-9.0656,-68.6569,34.37,41,100,1.03,BR,1728578528
514,carahue,-38.7,-73.1667,19.47,42,64,2.99,CL,1728578531
515,hassi messaoud,31.6804,6.0729,38.92,13,0,4.12,DZ,1728578532
516,urangan,-25.3,152.9,20.6,78,88,7.33,AU,1728578533
517,south hedland,-20.4089,118.5983,25.96,44,16,3.6,AU,1728578534
518,renqiu,38.6989,116.0936,12.8,34,1,2.95,CN,1728578535
519,achacachi,-16.05,-68.6833,13.16,34,12,7.78,BO,1728578536
520,qusmuryn,52.4503,64.6311,13.83,48,100,7.79,KZ,1728578474
521,tuy hoa,13.0833,109.3,24.73,93,45,1.1,VN,1728578538
522,las tablas,7.7667,-80.2833,27.17,80,98,1.25,PA,1728578539
523,illizi,26.4833,8.4667,36.77,13,10,2.47,DZ,1728578541
524,box elder,41.5005,-112.8764,19.61,44,93,2.74,US,1728578542
525,grand rapids,42.9634,-85.6681,17.38,56,0,1.34,US,1728578245
526,flin flon,54.7682,-101.865,7.91,93,75,4.12,CA,1728578544
527,aykhal,66.0,111.5,-12.64,100,100,0.85,RU,1728578545
528,kourou,5.1552,-52.6478,31.67,56,38,4.0,GF,1728578546
529,rio tuba,8.5061,117.4317,27.62,78,8,2.01,PH,1728578758
530,bangolo,7.0069,-7.475,26.88,81,85,1.37,CI,1728578759
531,mount pearl,47.5166,-52.7813,13.51,93,100,2.57,CA,1728578760
532,bikenibeu village,1.3673,173.1241,26.98,83,40,1.03,KI,1728578761
533,yelizovo,53.1873,158.3805,-0.92,69,0,2.0,RU,1728578762
534,kuna,43.4918,-116.4201,16.76,65,0,2.06,US,1728578763
535,otaki,-40.7583,175.15,4.97,89,5,1.34,NZ,1728578765
536,palangkaraya,-2.2,113.8333,24.69,96,99,0.7,ID,1728578766
537,tshela,-4.9833,12.9333,26.18,74,99,2.13,CD,1728578767
538,hammerfest,70.6634,23.6821,4.25,70,20,1.03,NO,1728578768
539,kolokani,13.5728,-8.0339,32.74,51,46,2.08,ML,1728578589
540,murun-kuren,49.6342,100.1625,4.89,62,39,1.16,MN,1728578770
541,velingara,13.15,-14.1167,26.57,83,100,2.51,SN,1728578771
542,kailua-kona,19.6406,-155.9956,25.33,73,0,2.57,US,1728578772
543,squamish,49.7014,-123.1512,9.92,86,55,1.03,CA,1728578774
544,prado,-17.3411,-39.2208,27.63,65,95,4.64,BR,1728578775
545,moneteau,47.8492,3.5818,13.06,85,68,4.7,FR,1728578776
546,bhimunipatnam,17.8833,83.4333,28.73,81,70,1.84,IN,1728578777
547,ganshui,28.7422,106.7111,18.12,89,100,0.62,CN,1728578778
548,corner brook,48.9667,-57.9484,12.02,65,100,1.28,CA,1728578717
549,watampone,-4.5386,120.3279,25.12,93,100,1.28,ID,1728578781
550,kargasok,59.0556,80.8572,-3.45,72,61,2.48,RU,1728578782
551,divrigi,39.371,38.1137,21.51,25,88,2.67,TR,1728578783
552,novo aripuana,-5.1206,-60.3797,41.03,20,77,2.26,BR,1728578785
553,shakawe,-18.3667,21.85,28.53,13,5,3.2,BW,1728578787
554,maxixe,-23.8597,35.3472,22.9,64,20,2.24,MZ,1728578788
555,la ronge,55.1001,-105.2842,10.12,76,20,1.54,CA,1728578789
556,alaghsas,17.0187,8.0168,37.94,11,0,5.14,NE,1728578790
557,salinas,36.6777,-121.6555,19.35,88,100,2.57,US,1728578791
558,kirakira,-10.4544,161.9205,25.6,88,96,3.37,SB,1728578792
559,mahanoro,-19.9,48.8,21.1,80,12,1.12,MG,1728578793
560,selfoss,63.9331,-20.9971,2.8,54,87,6.33,IS,1728578798
